Opportunity ID,Sales Rep ID,Sales Rep Name,Region,Country,Contact Name,Customer Name,Cust ID,Opp Initiation Date,Opp Close Date,Opportunity Status,Opportunity Stage
OPP-60175,SR-2021,Colleen Norris,Middle East,Brazil,Cheryl Baker,Sanders-Howard,CUST-10301,2025-04-04,2025-04-14,Won,Qualification
OPP-60176,SR-2063,Rebecca Moon,Middle East,Brazil,Eric Perez,"Wilson, Ramirez and Lester",CUST-10779,2025-05-18,2025-03-28,Won,Qualification
OPP-60177,SR-2036,Christopher Brooks,Latin America,Australia,Jasmine Tanner,"Franklin, Rodriguez and Harris",CUST-10055,2025-08-14,2025-08-12,Won,Negotiation
OPP-60178,SR-2053,Heather Robinson,Latin America,Australia,Austin Snyder,Chung-Harrington,CUST-10205,2025-02-23,2025-03-21,Open,Negotiation
OPP-60179,SR-2081,Jeremy Campbell,Middle East,Brazil,Sharon Cantu,Baker LLC,CUST-10604,2025-03-07,2025-03-04,On Hold,Closed Won
OPP-60180,SR-2025,Cheryl Jones,Europe,UAE,Roy Williams,Morris-Hall,CUST-10316,2025-03-07,2025-02-11,On Hold,Qualification
OPP-60181,SR-2014,Michael Simon,Europe,India,Samantha Sparks,"Ramirez, Lee and Rodriguez",CUST-10399,2025-01-16,2025-05-22,Won,Closed Won
OPP-60182,SR-2056,Christopher Roberts,Latin America,Germany,Michelle Pena,"Montoya, Wilson and Jones",CUST-10654,2025-08-17,2025-05-16,On Hold,Prospecting
OPP-60183,SR-2024,Randy Fields,Latin America,UK,Sandra Mcdonald,Gutierrez LLC,CUST-10864,2025-06-07,2025-01-26,Won,Qualification
OPP-60184,SR-2090,Debbie Gardner,Middle East,UK,Sandy Jackson,Bryant Group,CUST-10723,2025-06-13,2025-07-10,Won,Negotiation
OPP-60185,SR-2034,Mary Kim,Middle East,UAE,Cynthia Allen,"Ryan, Murphy and Williamson",CUST-10254,2025-08-31,2025-06-29,Open,Qualification
OPP-60186,SR-2038,John Mcbride,Europe,UK,Lauren Murphy,Patton and Sons,CUST-10296,2025-01-30,2025-02-07,On Hold,Prospecting
OPP-60187,SR-2019,Shane Rush,Latin America,Germany,Patrick Hunter PhD,"Santiago, Hall and Lara",CUST-10871,2025-05-03,2025-01-26,Won,Proposal
OPP-60188,SR-2097,Jessica Thompson,Europe,UK,Jason Jensen,"Johnson, Harrison and Farrell",CUST-10989,2025-07-11,2025-05-21,On Hold,Prospecting
OPP-60189,SR-2027,Louis Barnes,Latin America,Germany,Carla Li,Bryant Inc,CUST-10217,2025-04-07,2025-06-13,On Hold,Prospecting
OPP-60190,SR-2014,Casey Moore,Asia-Pacific,Brazil,Kyle Davis,"Ramos, Young and Olson",CUST-10324,2025-03-24,2025-07-03,Won,Proposal
OPP-60191,SR-2090,Melanie Simpson,Asia-Pacific,Germany,Tonya Holt,Morgan-Navarro,CUST-10881,2025-06-05,2025-07-15,On Hold,Prospecting
OPP-60192,SR-2075,Kayla Hall,North America,UK,Matthew Frazier,Serrano-Smith,CUST-10886,2025-06-03,2025-02-20,Negotiation,Qualification
OPP-60193,SR-2001,David Padilla,Asia-Pacific,Australia,Pamela Ortiz,Watkins-Freeman,CUST-10450,2025-05-08,2025-03-23,Won,Qualification
OPP-60194,SR-2088,Jenna Peck,Latin America,UAE,Brooke Fernandez,Wells LLC,CUST-10757,2025-08-14,2025-05-14,Open,Proposal
OPP-60195,SR-2063,Wendy Cannon,Europe,UK,Sarah Adams,Baker Inc,CUST-10700,2025-08-30,2025-08-03,Negotiation,Prospecting
OPP-60196,SR-2058,Melinda Leonard,Asia-Pacific,Australia,Kelly Huffman,Acosta-Matthews,CUST-10862,2025-02-23,2025-05-13,On Hold,Prospecting
OPP-60197,SR-2020,Gabrielle Campbell DDS,Middle East,UK,Kara Ayala,Taylor and Sons,CUST-10308,2025-03-29,2025-05-03,Won,Proposal
OPP-60198,SR-2033,John Jenkins,North America,Brazil,Frank Durham,Mitchell-Mendez,CUST-10763,2025-04-25,2025-03-15,Won,Prospecting
OPP-60199,SR-2098,Sarah Ramirez,Europe,Australia,Kathleen Gates,"Kelly, Davis and Nolan",CUST-10959,2025-03-28,2025-05-10,On Hold,Negotiation
OPP-60200,SR-2076,Vincent Clark,Asia-Pacific,Brazil,Denise Espinoza,Delacruz and Sons,CUST-10315,2025-07-07,2025-05-31,Negotiation,Qualification
OPP-60201,SR-2095,Michelle Harris,Middle East,India,Jordan Shepherd,Allen-Miller,CUST-10700,2025-06-23,2025-01-05,Open,Proposal
OPP-60202,SR-2075,Robert White,Asia-Pacific,Australia,John Dunn,Morrison-Moore,CUST-10579,2025-02-10,2025-06-25,Open,Closed Won
OPP-60203,SR-2042,Jennifer Mckinney,Latin America,India,Larry Bowen,"Jackson, Rosales and Hernandez",CUST-10172,2025-04-07,2025-04-12,On Hold,Proposal
OPP-60204,SR-2009,Candace Mcintyre,Latin America,UK,Adam Padilla,"Jennings, Lester and Brooks",CUST-10535,2025-08-11,2025-05-06,Negotiation,Qualification
OPP-60205,SR-2037,Susan House,Latin America,UK,Jim House,Pope-Hopkins,CUST-10520,2025-08-12,2025-03-27,Negotiation,Negotiation
OPP-60206,SR-2010,Amanda Miller,Europe,UK,Shelby Hawkins,Green LLC,CUST-10752,2025-07-03,2025-08-04,Won,Prospecting
OPP-60207,SR-2044,Marissa Scott,North America,UAE,Brian Gilbert,Johnson-Chang,CUST-10209,2025-01-04,2025-07-02,Negotiation,Proposal
OPP-60208,SR-2067,Cynthia Perry,Middle East,USA,Christopher Wilson,Norman Inc,CUST-10550,2025-01-29,2025-03-16,On Hold,Proposal
OPP-60209,SR-2003,Richard Arias,Asia-Pacific,UAE,Chelsea Brown,Williams-Johnson,CUST-10057,2025-04-04,2025-06-30,Won,Proposal
OPP-60210,SR-2060,Eric Brown,Europe,Germany,Casey Adams,"Morris, Cole and Flowers",CUST-10397,2025-03-19,2025-02-13,Won,Qualification
OPP-60211,SR-2085,Holly Winters,Latin America,UAE,Amy Blevins,Bush Inc,CUST-10983,2025-04-24,2025-04-01,Open,Proposal
OPP-60212,SR-2043,Roger Smith,Middle East,Australia,Jennifer Mckay,"Esparza, Peterson and Campbell",CUST-10458,2025-07-15,2025-08-28,Lost,Prospecting
OPP-60213,SR-2089,Cynthia Hodge,Latin America,India,Nathan Brady,Wu-Nguyen,CUST-10278,2025-06-19,2025-06-14,Negotiation,Negotiation
OPP-60214,SR-2075,Olivia Wilkerson,Asia-Pacific,Brazil,William Delacruz,Chavez-Hernandez,CUST-10224,2025-05-14,2025-03-13,Lost,Qualification
OPP-60215,SR-2025,Cindy Donaldson,Asia-Pacific,UK,John Nelson,"Campbell, Clark and Reese",CUST-10189,2025-06-27,2025-04-18,Lost,Prospecting
OPP-60216,SR-2041,Gerald Bell,Europe,India,John Knight,Frank-Hodge,CUST-10102,2025-02-28,2025-06-12,Lost,Closed Won
OPP-60217,SR-2062,Emily Johnson,Asia-Pacific,India,Mrs. Victoria Morton DVM,Moore-Evans,CUST-10060,2025-04-14,2025-04-26,On Hold,Prospecting
OPP-60218,SR-2055,Sara Murillo,North America,UK,Jasmine Duffy,Mcdaniel Inc,CUST-10851,2025-07-20,2025-05-21,Lost,Qualification
OPP-60219,SR-2060,Courtney Cunningham,Europe,UK,Kelli Wiggins,Johnson-Chang,CUST-10720,2025-06-04,2025-01-05,Won,Proposal
OPP-60220,SR-2027,Charles Williams,Asia-Pacific,Germany,Kyle Perez,"Conner, Stone and Lynch",CUST-10402,2025-06-04,2025-05-01,Won,Prospecting
OPP-60221,SR-2093,Mr. Tony Fernandez,North America,UAE,Sharon Barker,"Lewis, Morse and Nielsen",CUST-10523,2025-05-14,2025-08-09,Negotiation,Closed Won
OPP-60222,SR-2077,Lori Choi,Europe,India,Olivia Johnson,Taylor Group,CUST-10519,2025-04-07,2025-08-28,Lost,Closed Won
OPP-60223,SR-2049,Todd Valdez,Latin America,UAE,Stacey Hutchinson,"Harris, Lewis and Chavez",CUST-10082,2025-03-27,2025-01-28,Won,Qualification
OPP-60224,SR-2065,Todd Hall,Europe,Australia,Tyler Nicholson,Boone-Salinas,CUST-10330,2025-01-02,2025-03-06,Open,Qualification
OPP-60225,SR-2070,Deanna Leonard,Latin America,Brazil,Melissa Webster,Tanner-Brown,CUST-10574,2025-05-07,2025-07-01,Negotiation,Negotiation
OPP-60226,SR-2028,Lisa Hale,North America,Australia,Douglas Dodson,Dunn-Anderson,CUST-10800,2025-01-31,2025-05-13,Open,Proposal
OPP-60227,SR-2023,Justin Sanders,Europe,UK,Jason Horn,"Everett, Ortiz and Smith",CUST-10253,2025-05-25,2025-07-07,Open,Negotiation
OPP-60228,SR-2007,Joseph Fisher,North America,USA,Zachary Franklin,"Colon, Moore and Lindsey",CUST-10337,2025-03-13,2025-03-11,On Hold,Qualification
OPP-60229,SR-2056,Thomas Cooper,North America,Germany,Joshua Garcia,Myers Ltd,CUST-10992,2025-01-15,2025-05-16,Negotiation,Closed Won
OPP-60230,SR-2032,Krystal Estrada,Asia-Pacific,UAE,Michelle Austin,"Taylor, Hickman and Gomez",CUST-10052,2025-04-26,2025-06-04,Won,Prospecting
OPP-60231,SR-2009,Joseph Allen,Middle East,USA,David Berry,Odonnell-Hill,CUST-10119,2025-04-21,2025-08-11,Open,Negotiation
OPP-60232,SR-2086,Edward Armstrong,Asia-Pacific,Australia,Mariah Jennings,"Payne, Holland and White",CUST-10232,2025-01-21,2025-02-10,Open,Proposal
OPP-60233,SR-2086,Pamela Ward,Europe,UAE,Dr. Christopher Bell,"Gardner, Romero and Kemp",CUST-10233,2025-04-07,2025-06-10,Won,Negotiation
OPP-60234,SR-2073,Rebecca Hickman,North America,UAE,Katherine Reed,"Brooks, Ho and Carr",CUST-10156,2025-04-20,2025-08-20,Lost,Prospecting
OPP-60235,SR-2073,Amy Smith,Asia-Pacific,USA,Jay Morrison,"James, Macias and Schneider",CUST-10382,2025-02-05,2025-01-31,Lost,Prospecting
OPP-60236,SR-2062,Chris Atkins,Europe,Australia,Carlos Hall,Turner and Sons,CUST-10619,2025-03-31,2025-08-23,Open,Negotiation
OPP-60237,SR-2046,Andrea Benton,North America,Germany,Jacob Fernandez,"Martinez, Carpenter and Green",CUST-10123,2025-02-04,2025-07-27,Lost,Prospecting
OPP-60238,SR-2072,Melissa Abbott,North America,Australia,William Stewart,Rogers and Sons,CUST-10704,2025-01-27,2025-06-03,Open,Prospecting
OPP-60239,SR-2041,Christopher Hall,Middle East,UAE,Jeff Smith,Weaver PLC,CUST-10862,2025-02-14,2025-03-21,Lost,Negotiation
OPP-60240,SR-2088,Sonya Jones,North America,Germany,Megan Mcpherson,"Hughes, Fitzgerald and Scott",CUST-10094,2025-03-02,2025-06-09,On Hold,Qualification
OPP-60241,SR-2084,Brian Bolton,Asia-Pacific,USA,Caleb Mckinney,Nelson LLC,CUST-10453,2025-02-21,2025-04-15,Open,Prospecting
OPP-60242,SR-2086,James Clark,North America,USA,Alexander Patel,Ramos Inc,CUST-10044,2025-06-29,2025-08-21,On Hold,Negotiation
OPP-60243,SR-2008,Michael Shelton,Asia-Pacific,USA,Sean Guerrero,Barrera-Moody,CUST-10021,2025-06-11,2025-05-31,On Hold,Prospecting
OPP-60244,SR-2056,Matthew Bowen,Europe,USA,Ricky Boyd,"Fox, Johns and Deleon",CUST-10974,2025-07-08,2025-04-01,On Hold,Closed Won
OPP-60245,SR-2065,Aaron Todd,Latin America,UAE,David Lynn,Stanley Inc,CUST-10226,2025-02-07,2025-02-04,Open,Closed Won
OPP-60246,SR-2008,Jill Davis,Latin America,UK,Amy Park,"Reed, Soto and Cooper",CUST-10083,2025-05-24,2025-05-03,Negotiation,Closed Won
OPP-60247,SR-2071,Tracy Brown,Latin America,Brazil,Matthew Lewis,Camacho Inc,CUST-10630,2025-08-26,2025-05-07,On Hold,Qualification
OPP-60248,SR-2018,Sharon Payne,Europe,USA,Jose Fleming,"Baldwin, Brown and Walters",CUST-10429,2025-05-25,2025-05-21,Won,Proposal
OPP-60249,SR-2026,Samantha Gray,Europe,Brazil,Joshua Obrien,"Reid, Hamilton and Evans",CUST-10546,2025-05-12,2025-03-06,Lost,Negotiation
OPP-60250,SR-2048,Rebecca Williams,Latin America,UAE,Michelle Lewis,Brooks LLC,CUST-10024,2025-08-16,2025-05-31,Won,Negotiation
OPP-60251,SR-2093,Ronald Clark,Latin America,UAE,April Young,Monroe Ltd,CUST-10318,2025-03-15,2025-01-02,Open,Proposal
OPP-60252,SR-2020,Angela Thompson,North America,Brazil,Heather Mitchell,Rush LLC,CUST-10247,2025-06-25,2025-07-11,Won,Qualification
OPP-60253,SR-2091,Anthony Jordan,Asia-Pacific,USA,Kelly Pierce,"Ward, Woods and Rasmussen",CUST-10497,2025-02-02,2025-02-08,Won,Prospecting
OPP-60254,SR-2048,Jennifer Li,Middle East,India,Sarah Harper,Jimenez-Gaines,CUST-10509,2025-07-03,2025-05-26,Lost,Qualification
OPP-60255,SR-2050,Courtney Williams,Latin America,UK,Barbara Peterson,Anderson and Sons,CUST-10006,2025-05-05,2025-04-01,Open,Closed Won
OPP-60256,SR-2096,Cynthia Waters,Latin America,Australia,Roberta Yang,Lewis-Lopez,CUST-10565,2025-05-21,2025-03-03,Open,Proposal
OPP-60257,SR-2079,Mr. Patrick Hall DDS,Latin America,Australia,Joseph Carter,"Lewis, Jones and Bailey",CUST-10311,2025-04-18,2025-03-01,Lost,Prospecting
OPP-60258,SR-2057,Matthew Aguirre,Europe,USA,Amy Hanna,"Raymond, Lara and Daniel",CUST-10633,2025-02-20,2025-02-03,Negotiation,Proposal
OPP-60259,SR-2054,Frank Glover,Middle East,Germany,Christian Dean Jr.,Hodges-Kirk,CUST-10770,2025-08-10,2025-07-30,Won,Proposal
OPP-60260,SR-2077,Jennifer Riley,North America,India,Marisa Shelton,Davis-Doyle,CUST-10382,2025-03-16,2025-06-12,Open,Closed Won
OPP-60261,SR-2073,Crystal Hughes,Latin America,Australia,Michaela Charles DDS,Williams-Alexander,CUST-10010,2025-06-21,2025-06-19,Lost,Negotiation
OPP-60262,SR-2019,Bailey Jensen,Middle East,USA,Patrick Lawrence,Carter Inc,CUST-10356,2025-01-02,2025-05-17,Negotiation,Qualification
OPP-60263,SR-2007,Joseph Gordon,Middle East,Germany,Lawrence Moore,Ortiz Ltd,CUST-10092,2025-06-03,2025-04-30,On Hold,Proposal
OPP-60264,SR-2086,Jacqueline Davila,Middle East,USA,Edward Hodge,"Andrews, Roberts and King",CUST-10804,2025-08-06,2025-06-06,Negotiation,Proposal
OPP-60265,SR-2036,Patricia Cooper,Asia-Pacific,UK,Danielle Warren,"Johnson, Holt and Williamson",CUST-10365,2025-01-09,2025-06-19,On Hold,Qualification
OPP-60266,SR-2009,Kristen Elliott,Middle East,Brazil,Adam Smith,Baker Group,CUST-10240,2025-03-01,2025-04-05,On Hold,Proposal
OPP-60267,SR-2092,Morgan Ayala,North America,India,Stephen Fox,"Mccann, Becker and Franklin",CUST-10660,2025-08-25,2025-06-08,Lost,Negotiation
OPP-60268,SR-2027,Megan Martinez,Europe,India,Jessica Jones,"Murphy, Sanchez and Perez",CUST-10427,2025-08-14,2025-03-01,Open,Negotiation
OPP-60269,SR-2066,Christopher Williamson,Middle East,India,Eileen Figueroa,Anderson and Sons,CUST-10213,2025-08-22,2025-07-29,On Hold,Qualification
OPP-60270,SR-2020,Joseph Jackson,North America,India,Nicholas Archer,West-Day,CUST-10099,2025-05-17,2025-01-28,Negotiation,Prospecting
OPP-60271,SR-2063,Jerry Anderson,Europe,Brazil,Monique Patton,Key-Anderson,CUST-10259,2025-03-09,2025-06-12,On Hold,Proposal
OPP-60272,SR-2097,Krista Green,Middle East,Brazil,Jordan Davis,"Wright, Obrien and Mcdowell",CUST-10658,2025-08-08,2025-06-24,Negotiation,Prospecting
OPP-60273,SR-2064,Rhonda Miller,Middle East,UAE,Allison Freeman,Mcdonald-Fernandez,CUST-10820,2025-02-19,2025-03-27,Negotiation,Closed Won
OPP-60274,SR-2093,Seth Perez,Asia-Pacific,UK,Eric Mullins,"Esparza, Peterson and Campbell",CUST-10795,2025-02-22,2025-03-16,Lost,Proposal
OPP-60275,SR-2083,Cynthia Lewis,Asia-Pacific,Germany,Michael Powell,"Bonilla, Mullins and Lewis",CUST-10060,2025-02-06,2025-07-05,Open,Negotiation
OPP-60276,SR-2089,Mikayla Mack DDS,Asia-Pacific,Germany,David Brown,Robbins-Cole,CUST-10364,2025-08-03,2025-05-14,Open,Closed Won
OPP-60277,SR-2085,Lori Bennett,Latin America,UK,Ronald Clark,Dixon and Sons,CUST-10884,2025-05-07,2025-03-06,Open,Closed Won
OPP-60278,SR-2008,Brenda Pena,Asia-Pacific,Brazil,John Ortega,Mason-Curry,CUST-10159,2025-06-30,2025-06-15,Open,Negotiation
OPP-60279,SR-2057,Larry Nelson,Asia-Pacific,India,Robert Hernandez,Harris-Harris,CUST-10077,2025-06-03,2025-07-11,Negotiation,Qualification
OPP-60280,SR-2068,Douglas Hernandez,Latin America,Australia,Donald Ramirez,White-Strong,CUST-10622,2025-02-19,2025-05-12,Negotiation,Proposal
OPP-60281,SR-2054,Nathan Ross,Europe,India,Cameron Beltran,Smith-Woods,CUST-10279,2025-06-07,2025-03-25,Open,Qualification
OPP-60282,SR-2061,Michael Dean,Asia-Pacific,UK,Billy Orr,Dennis-Duffy,CUST-10269,2025-07-01,2025-07-27,Lost,Qualification
OPP-60283,SR-2035,Brandy Hudson,Latin America,USA,Eric James,"Jefferson, Riggs and Morrow",CUST-10662,2025-05-30,2025-06-15,Won,Prospecting
OPP-60284,SR-2084,Michael Carter,Asia-Pacific,UK,Robin Morgan,Chang-Chen,CUST-10231,2025-04-24,2025-08-05,On Hold,Prospecting
OPP-60285,SR-2098,Anthony Lowery,Asia-Pacific,Brazil,Samantha Maxwell,Chaney-Lozano,CUST-10949,2025-04-22,2025-02-12,Won,Proposal
OPP-60286,SR-2065,Ryan Lawrence,North America,UK,Michael Lee,Sanchez-Graham,CUST-10697,2025-01-19,2025-08-06,Won,Prospecting
OPP-60287,SR-2030,Chase Kelley,Europe,UAE,Zachary Mccarty,Moss LLC,CUST-10599,2025-01-23,2025-02-20,Negotiation,Negotiation
OPP-60288,SR-2044,Elizabeth Ellis,Latin America,UAE,Jade Herman,Porter-Johnson,CUST-10128,2025-02-16,2025-02-12,On Hold,Qualification
OPP-60289,SR-2050,Jordan Navarro,Latin America,UK,Pamela Hudson,Johnson-Bradshaw,CUST-10157,2025-08-07,2025-06-11,Won,Proposal
OPP-60290,SR-2071,Colton Phillips,Asia-Pacific,Germany,Matthew Murphy,"Thomas, Smith and Cook",CUST-10776,2025-02-24,2025-08-02,Open,Closed Won
OPP-60291,SR-2052,Erika Stark,Middle East,Australia,Randall George,"Jefferson, Riggs and Morrow",CUST-10595,2025-08-22,2025-05-18,Lost,Closed Won
OPP-60292,SR-2052,Charles Gardner,Latin America,India,Amy Powers,Shaw-Perez,CUST-10435,2025-07-30,2025-05-02,On Hold,Proposal
OPP-60293,SR-2066,Timothy Hayes,Latin America,Australia,Henry Pena,Ibarra-Adams,CUST-10570,2025-06-06,2025-04-26,Lost,Proposal
OPP-60294,SR-2020,Johnny Armstrong,Latin America,Australia,David Barber,Johnson PLC,CUST-10256,2025-08-03,2025-06-20,On Hold,Qualification
OPP-60295,SR-2090,Sandra Owen,North America,UAE,Amanda Moses,Williams Ltd,CUST-10065,2025-07-30,2025-08-05,Open,Negotiation
OPP-60296,SR-2059,Jeffrey Vaughn,North America,USA,Amanda Perez,Brennan-Hill,CUST-10534,2025-01-19,2025-07-28,On Hold,Negotiation
OPP-60297,SR-2059,James Lang,Middle East,UK,Monica Foster,"Richardson, Price and Lyons",CUST-10434,2025-01-12,2025-03-20,Lost,Negotiation
OPP-60298,SR-2071,Rose Harris,Asia-Pacific,Germany,George Fowler,Miller Inc,CUST-10995,2025-05-17,2025-02-01,Lost,Closed Won
OPP-60299,SR-2043,Lori Moreno,Europe,UAE,Rhonda Moreno,Norman Inc,CUST-10185,2025-08-23,2025-07-23,Lost,Proposal
OPP-60300,SR-2072,Lisa Bates,Middle East,Germany,Erica Graham,Bartlett PLC,CUST-10467,2025-07-16,2025-08-20,Won,Prospecting
OPP-60301,SR-2059,Jessica Sullivan,Middle East,UAE,Sandra Huber,Matthews-Harris,CUST-10844,2025-05-02,2025-06-19,Negotiation,Closed Won
OPP-60302,SR-2008,Frederick Shaffer,Europe,USA,Dorothy Vasquez,Walker and Sons,CUST-10287,2025-08-08,2025-03-02,Won,Negotiation
OPP-60303,SR-2096,Brandon King,Latin America,USA,Monica Marks,Maynard-Johnson,CUST-10505,2025-08-07,2025-02-10,Negotiation,Qualification
OPP-60304,SR-2012,William Hubbard,Latin America,Australia,Evelyn Jackson,Ryan Ltd,CUST-10738,2025-01-02,2025-01-06,Negotiation,Prospecting
OPP-60305,SR-2093,Joshua Solis,Asia-Pacific,Germany,James Thompson,Anderson and Sons,CUST-10196,2025-03-25,2025-03-02,Lost,Proposal
OPP-60306,SR-2099,Bradley Weeks,Europe,Brazil,Daniel Bruce DVM,"Gutierrez, Myers and Davis",CUST-10304,2025-06-05,2025-01-12,On Hold,Qualification
OPP-60307,SR-2012,Jennifer Perkins,Europe,USA,Claire Alexander,"Keith, Burke and Rogers",CUST-10474,2025-01-31,2025-07-11,Lost,Closed Won
OPP-60308,SR-2013,Elizabeth Murphy,Middle East,UAE,Devin Silva,Watkins LLC,CUST-10410,2025-08-26,2025-03-17,Negotiation,Closed Won
OPP-60309,SR-2034,Jamie Alvarez,Asia-Pacific,Brazil,James Johnson,Cruz-Glover,CUST-10495,2025-08-18,2025-02-13,Won,Prospecting
OPP-60310,SR-2055,Isaiah Cooley,Latin America,UK,Miranda Burke,Molina Ltd,CUST-10618,2025-02-22,2025-04-22,Won,Closed Won
OPP-60311,SR-2036,Brandi Morales,Middle East,UK,Russell Wilson,Lawson-Holt,CUST-10081,2025-06-29,2025-08-04,On Hold,Proposal
OPP-60312,SR-2008,Debra Torres,Europe,Brazil,Stephanie Wheeler,Santos Group,CUST-10176,2025-01-03,2025-02-07,On Hold,Prospecting
OPP-60313,SR-2087,Jerry Huber,Middle East,USA,Margaret Rojas,James Group,CUST-10266,2025-05-28,2025-04-09,Negotiation,Qualification
OPP-60314,SR-2030,Angela Garcia,Middle East,UK,Adam Mcdonald,House-Ramirez,CUST-10698,2025-03-13,2025-03-17,Negotiation,Qualification
OPP-60315,SR-2024,Melissa Jones,Europe,Brazil,Marvin Martinez,Chandler Group,CUST-10453,2025-07-23,2025-07-04,Open,Proposal
OPP-60316,SR-2005,Jacob Watkins,Asia-Pacific,Germany,Natalie Boone,Weaver PLC,CUST-10936,2025-08-31,2025-06-24,Negotiation,Closed Won
OPP-60317,SR-2044,Zachary Martin,Latin America,UAE,Kevin Bryant,"Gordon, Dyer and Tran",CUST-10210,2025-06-01,2025-08-07,Open,Proposal
OPP-60318,SR-2011,Mary Erickson,Europe,Germany,Joshua Ross,"Smith, Smith and Stein",CUST-10773,2025-08-14,2025-08-12,Open,Closed Won
OPP-60319,SR-2008,James Decker,Europe,India,David Massey,Smith Group,CUST-10180,2025-05-01,2025-01-01,Negotiation,Closed Won
OPP-60320,SR-2087,Scott Thomas,Latin America,Brazil,Sonya Martin,"Moore, Hansen and Lewis",CUST-10108,2025-08-26,2025-08-31,Won,Prospecting
OPP-60321,SR-2046,Gina Miller,Asia-Pacific,India,Thomas Miller,Daniel LLC,CUST-10597,2025-02-10,2025-06-09,Negotiation,Closed Won
OPP-60322,SR-2085,Tammy Rodriguez,Middle East,Germany,Erin Smith,Fernandez LLC,CUST-10120,2025-03-07,2025-01-12,On Hold,Proposal
OPP-60323,SR-2045,Michael Smith,Middle East,Brazil,Christopher Ryan,Green Inc,CUST-10866,2025-06-05,2025-02-03,Open,Prospecting
OPP-60324,SR-2093,Theresa Fox,Middle East,Australia,James Rogers,"Hughes, Mills and Sullivan",CUST-10109,2025-03-11,2025-04-26,Negotiation,Closed Won
OPP-60325,SR-2088,Benjamin Salinas,Middle East,Germany,Anthony Massey,Mitchell-Mendez,CUST-10611,2025-02-06,2025-07-12,Lost,Closed Won
OPP-60326,SR-2068,Julie Padilla,Latin America,Germany,Nicole Miller,Benitez and Sons,CUST-10305,2025-02-08,2025-08-08,Won,Negotiation
OPP-60327,SR-2082,Daniel Holder,Europe,UK,Hailey Patrick,"Hughes, Watts and Arnold",CUST-10713,2025-06-05,2025-05-03,Open,Negotiation
OPP-60328,SR-2097,Ronald Arroyo,Asia-Pacific,Australia,Troy Hernandez,Stanley Inc,CUST-10815,2025-01-25,2025-01-20,Lost,Closed Won
OPP-60329,SR-2020,David Olsen,Europe,Germany,Jennifer Hayes,Watson-Gardner,CUST-10831,2025-03-06,2025-03-30,Lost,Prospecting
OPP-60330,SR-2073,David Holland,Asia-Pacific,UAE,Paige Bauer,Deleon Group,CUST-10246,2025-04-05,2025-03-28,Open,Prospecting
OPP-60331,SR-2091,Elizabeth Schroeder,Latin America,Australia,Amber Anderson,Williamson Group,CUST-10708,2025-01-24,2025-04-10,On Hold,Closed Won
OPP-60332,SR-2086,Ruth Meza,Asia-Pacific,USA,Jon Garza,Hicks-Owen,CUST-10344,2025-05-09,2025-03-27,Lost,Prospecting
OPP-60333,SR-2034,Rebecca Stevens,Asia-Pacific,UAE,Tara Bailey,Morales Inc,CUST-10484,2025-01-18,2025-02-05,Lost,Negotiation
OPP-60334,SR-2087,Heather Sanders,Middle East,UK,Denise Brown,"Medina, Lucas and Johnson",CUST-10153,2025-08-13,2025-06-27,On Hold,Prospecting
OPP-60335,SR-2068,Timothy Glenn,Asia-Pacific,Brazil,Wayne Briggs,Baker Inc,CUST-10386,2025-07-07,2025-07-17,Lost,Closed Won
OPP-60336,SR-2052,Karen Christian,Middle East,Brazil,Heather Tucker,"Beard, Cox and Nguyen",CUST-10085,2025-04-24,2025-05-06,Won,Proposal
OPP-60337,SR-2039,Darrell Jacobs,North America,India,Gordon Travis,Brown-Carroll,CUST-10306,2025-02-14,2025-05-06,On Hold,Qualification
OPP-60338,SR-2010,Carrie Jacobs,Asia-Pacific,Germany,Lauren Brown,Miller PLC,CUST-10881,2025-07-03,2025-01-04,Lost,Prospecting
OPP-60339,SR-2005,Mr. Michael Mccoy MD,North America,Brazil,Melissa Ross,"Roberts, Thompson and Brown",CUST-10250,2025-07-13,2025-01-21,Negotiation,Proposal
OPP-60340,SR-2075,Ms. Theresa Davenport DVM,Latin America,Brazil,Gloria Miller,Williams-Rose,CUST-10804,2025-05-29,2025-03-25,Open,Closed Won
OPP-60341,SR-2004,Howard Williams,Europe,UK,Tracy Parker,"Vaughan, Erickson and Navarro",CUST-10331,2025-02-12,2025-05-08,Negotiation,Qualification
OPP-60342,SR-2006,Sharon Bradford,Middle East,India,Joseph Gonzalez,Wright-Shaw,CUST-10833,2025-08-28,2025-02-20,On Hold,Negotiation
OPP-60343,SR-2017,Michael Gonzalez,North America,USA,Grant Wheeler,Baker-Johnson,CUST-10318,2025-07-23,2025-03-20,On Hold,Proposal
OPP-60344,SR-2069,Tanner Chavez,Asia-Pacific,Australia,Melissa Aguirre,Hernandez-Tucker,CUST-10973,2025-01-19,2025-08-21,Negotiation,Negotiation
OPP-60345,SR-2073,Kelly Olson,North America,UK,Jermaine Brewer,Nguyen PLC,CUST-10255,2025-07-25,2025-06-07,Won,Closed Won
OPP-60346,SR-2092,Melanie Estrada,North America,Brazil,Tony Gonzalez,Whitney-Hernandez,CUST-10374,2025-06-18,2025-03-27,Open,Negotiation
OPP-60347,SR-2013,Daniel Huynh,North America,Australia,Taylor Ortiz,Howell-Lawson,CUST-10160,2025-01-29,2025-01-24,Open,Negotiation
